Asset,Weight
BND,0.07142857142857144
DBC,0.07142857142857144
EFA,0.07142857142857144
GLD,0.07142857142857144
IWM,0.07142857142857144
QQQ,0.07142857142857144
SHY,0.07142857142857144
SPY,0.07142857142857144
TIPS,0.07142857142857144
TLT,0.07142857142857144
VEA,0.07142857142857144
VNQ,0.07142857142857144
VTI,0.07142857142857144
VWO,0.07142857142857144
